Unnamed: 0,prev_text,current_text,source,target,pos,original_target,source_pos,target_pos,noun_target,noun_target_score_1,original_target_score_1,noun_target_score_3,original_target_score_3,noun_target_actual_score_3,original_target_actual_score_3
44,"Does it happen, sure.","But the cost of gun proliferation in America is far higher then the security it provides.
      ",proliferation,increase,"[('But', 'CCONJ'), ('the', 'DET'), ('cost', 'NOUN'), ('of', 'ADP'), ('gun', 'NOUN'), ('proliferation', 'NOUN'), ('in', 'ADP'), ('America', 'PROPN'), ('is', 'AUX'), ('far', 'ADV'), ('higher', 'ADJ'), ('then', 'ADV'), ('the', 'DET'), ('security', 'NOUN'), ('it', 'PRON'), ('provides', 'VERB'), ('\n      ', 'SPACE')]",gun,NOUN,"[('increase', 'NOUN')]",increase,0.0,0.9063285310504395,0.25,0.6666666666666667,3.380662609871535e-05,0.702970297029703
45,I would have thought that was very very clear. and I and most reject that nonsense.,"Is that most of your fellow gun worshippers?
      ",worshippers,enthusiasts,"[('Is', 'AUX'), ('that', 'SCONJ'), ('most', 'ADJ'), ('of', 'ADP'), ('your', 'PRON'), ('fellow', 'ADJ'), ('gun', 'NOUN'), ('worshippers', 'NOUN'), ('?', 'PUNCT'), ('\n      ', 'SPACE')]",gun,NOUN,"[('enthusiasts', 'NOUN')]",enthusiasts,0.4415413262238218,0.9063285310504395,0.5,0.6666666666666667,0.00033806626098715353,0.702970297029703
46,How would I provide any kind of data?,"The gun cult and their stooges won't allow it to be released.
      ",cult,group,"[('The', 'DET'), ('gun', 'NOUN'), ('cult', 'NOUN'), ('and', 'CCONJ'), ('their', 'PRON'), ('stooges', 'NOUN'), ('wo', 'AUX'), (""n't"", 'PART'), ('allow', 'VERB'), ('it', 'PRON'), ('to', 'PART'), ('be', 'AUX'), ('released', 'VERB'), ('\n      ', 'SPACE')]",gun,NOUN,"[('group', 'NOUN')]",group,0.752821909200711,0.9063285310504395,0.0,0.6666666666666667,0.2765720081135903,0.702970297029703
47,Government operates under different rules because it is government.,"No, we can not agree that taxation is theft because it is not theft.
      ",theft,expropriation,"[('No', 'INTJ'), (',', 'PUNCT'), ('we', 'PRON'), ('can', 'AUX'), ('not', 'PART'), ('agree', 'VERB'), ('that', 'SCONJ'), ('taxation', 'NOUN'), ('is', 'AUX'), ('theft', 'NOUN'), ('because', 'SCONJ'), ('it', 'PRON'), ('is', 'AUX'), ('not', 'PART'), ('theft', 'NOUN'), ('\n      ', 'SPACE')]",taxation,NOUN,"[('expropriation', 'NOUN')]",expropriation,0.5133017032198215,0.6137579356910883,0.875,0.3333333333333335,0.0,0.4455445544554455
48,"Without ink, it is impossible to tell what the historical landscape of China would look like.","In other cultures, the keeping of records and maintenance of bureaucracy was often dependent on much more laborious processes, or on products that surrendered to the vagaries of time.
      ",maintenance,continuation,"[('In', 'ADP'), ('other', 'ADJ'), ('cultures', 'NOUN'), (',', 'PUNCT'), ('the', 'DET'), ('keeping', 'NOUN'), ('of', 'ADP'), ('records', 'NOUN'), ('and', 'CCONJ'), ('maintenance', 'NOUN'), ('of', 'ADP'), ('bureaucracy', 'NOUN'), ('was', 'AUX'), ('often', 'ADV'), ('dependent', 'ADJ'), ('on', 'ADP'), ('much', 'ADV'), ('more', 'ADV'), ('laborious', 'ADJ'), ('processes', 'NOUN'), (',', 'PUNCT'), ('or', 'CCONJ'), ('on', 'ADP'), ('products', 'NOUN'), ('that', 'PRON'), ('surrendered', 'VERB'), ('to', 'ADP'), ('the', 'DET'), ('vagaries', 'NOUN'), ('of', 'ADP'), ('time', 'NOUN'), ('\n      ', 'SPACE')]",bureaucracy,NOUN,"[('continuation', 'NOUN')]",continuation,0.6146244626083707,0.23902585024333156,0.5,0.3333333333333335,0.001555104800540906,0.009900990099009903
49,"While the Clinton Administration has asked Congress to make an immediate payment of $100 million to the United Nations, it wants the remaining $900 million appropriated now but held back until 1999, when it has had time to judge the changes Mr. Annan makes.","The bureaucratic pruning the Secretary General has in mind clearly falls well short of the ''50 percent cut in the entire U.N. bureaucracy'' demanded last year by Senator Jesse Helms, the North Carolina Republican who is chairman of the Senate Foreign Relations Committee and the most powerful congressional critic of the United Nations.
      ",pruning,reduction,"[('The', 'DET'), ('bureaucratic', 'ADJ'), ('pruning', 'NOUN'), ('the', 'DET'), ('Secretary', 'PROPN'), ('General', 'PROPN'), ('has', 'VERB'), ('in', 'ADP'), ('mind', 'NOUN'), ('clearly', 'ADV'), ('falls', 'VERB'), ('well', 'ADV'), ('short', 'ADJ'), ('of', 'ADP'), ('the', 'DET'), (""''"", 'PUNCT'), ('50', 'NUM'), ('percent', 'NOUN'), ('cut', 'VERB'), ('in', 'ADP'), ('the', 'DET'), ('entire', 'ADJ'), ('U.N.', 'PROPN'), ('bureaucracy', 'NOUN'), (""''"", 'PUNCT'), ('demanded', 'VERB'), ('last', 'ADJ'), ('year', 'NOUN'), ('by', 'ADP'), ('Senator', 'PROPN'), ('Jesse', 'PROPN'), ('Helms', 'PROPN'), (',', 'PUNCT'), ('the', 'DET'), ('North', 'PROPN'), ('Carolina', 'PROPN'), ('Republican', 'PROPN'), ('who', 'PRON'), ('is', 'AUX'), ('chairman', 'NOUN'), ('of', 'ADP'), ('the', 'DET'), ('Senate', 'PROPN'), ('Foreign', 'PROPN'), ('Relations', 'PROPN'), ('Committee', 'PROPN'), ('and', 'CCONJ'), ('the', 'DET'), ('most', 'ADV'), ('powerful', 'ADJ'), ('congressional', 'ADJ'), ('critic', 'NOUN'), ('of', 'ADP'), ('the', 'DET'), ('United', 'PROPN'), ('Nations', 'PROPN'), ('\n      ', 'SPACE')]",bureaucracies,NOUN,"[('reduction', 'NOUN')]",reduction,0.9086883975139385,0.23902585024333156,0.75,0.3333333333333335,0.0025016903313049357,0.009900990099009903
50,"I doubt that Hooters, albeit vulgar, sinks to the level of pornography.","But even if it did the feminist exploitation of the bureaucracy scarcely justifies a distortion of the law as originally intended.
      ",exploitation,usage,"[('But', 'CCONJ'), ('even', 'ADV'), ('if', 'SCONJ'), ('it', 'PRON'), ('did', 'VERB'), ('the', 'DET'), ('feminist', 'ADJ'), ('exploitation', 'NOUN'), ('of', 'ADP'), ('the', 'DET'), ('bureaucracy', 'NOUN'), ('scarcely', 'ADV'), ('justifies', 'VERB'), ('a', 'DET'), ('distortion', 'NOUN'), ('of', 'ADP'), ('the', 'DET'), ('law', 'NOUN'), ('as', 'SCONJ'), ('originally', 'ADV'), ('intended', 'VERB'), ('\n      ', 'SPACE')]",bureaucracy,NOUN,"[('usage', 'NOUN')]",usage,0.5983470420240925,0.23902585024333156,0.5,0.3333333333333335,0.0013522650439486137,0.009900990099009903
51,"Germany’s IAB, a research institute, predicts that 100,000 to 180,000 will go to Germany this year.","“This cannot be called poverty migration,” insists Herbert Brücker of the IAB.
      ",migration,movement,"[('“', 'PUNCT'), ('This', 'PRON'), ('can', 'AUX'), ('not', 'PART'), ('be', 'AUX'), ('called', 'VERB'), ('poverty', 'NOUN'), ('migration', 'NOUN'), (',', 'PUNCT'), ('”', 'PUNCT'), ('insists', 'VERB'), ('Herbert', 'PROPN'), ('Brücker', 'PROPN'), ('of', 'ADP'), ('the', 'DET'), ('IAB', 'PROPN'), ('\n      ', 'SPACE')]",poverty,NOUN,"[('movement', 'NOUN')]",movement,0.8688955497864055,0.25081129331499935,0.625,0.16666666666666674,0.004901960784313725,0.0495049504950495
52,[EMPTY],"Wisconsin Republican names notorious election thief to oversee the next election
    ",thief,cheater,"[('Wisconsin', 'PROPN'), ('Republican', 'ADJ'), ('names', 'NOUN'), ('notorious', 'ADJ'), ('election', 'NOUN'), ('thief', 'NOUN'), ('to', 'PART'), ('oversee', 'VERB'), ('the', 'DET'), ('next', 'ADJ'), ('election', 'NOUN'), ('\n    ', 'SPACE')]",election,NOUN,"[('cheater', 'NOUN')]",cheater,0.5983470420240925,0.2992696144197787,0.5,0.16666666666666674,0.0013522650439486137,0.07920792079207922
53,Yet they have no compunction about robbing them.,"There is only one way to stop the tax hemorrhage.
      ",hemorrhage,loss,"[('There', 'PRON'), ('is', 'VERB'), ('only', 'ADV'), ('one', 'NUM'), ('way', 'NOUN'), ('to', 'PART'), ('stop', 'VERB'), ('the', 'DET'), ('tax', 'NOUN'), ('hemorrhage', 'NOUN'), ('\n      ', 'SPACE')]",tax,NOUN,"[('loss', 'NOUN')]",loss,0.3742410937913409,0.6137579356910883,0.375,0.3333333333333335,0.0005409060175794456,0.4455445544554455
54,"Yet it must have taken great restraint for the White House propagandists to refrain from having George land on an aircraft carrier and give a short speech in front of a huge ""Mission Accomplished"" banner.","* Although it’s now being reported, most of the American public, distracted by the cheerleading, hasn’t noticed that despite the general falseness and blindness of the election, the Iraqis learned enough about who was representing what to give the leaders of our puppet government, led by Ayad Allawi, a thorough whupping.
      ",blindness,unawareness,"[('Although', 'SCONJ'), ('it', 'PRON'), ('’s', 'AUX'), ('now', 'ADV'), ('being', 'AUX'), ('reported', 'VERB'), (',', 'PUNCT'), ('most', 'ADJ'), ('of', 'ADP'), ('the', 'DET'), ('American', 'ADJ'), ('public', 'NOUN'), (',', 'PUNCT'), ('distracted', 'VERB'), ('by', 'ADP'), ('the', 'DET'), ('cheerleading', 'NOUN'), (',', 'PUNCT'), ('has', 'AUX'), ('n’t', 'PART'), ('noticed', 'VERB'), ('that', 'SCONJ'), ('despite', 'SCONJ'), ('the', 'DET'), ('general', 'ADJ'), ('falseness', 'NOUN'), ('and', 'CCONJ'), ('blindness', 'NOUN'), ('of', 'ADP'), ('the', 'DET'), ('election', 'NOUN'), (',', 'PUNCT'), ('the', 'DET'), ('Iraqis', 'PROPN'), ('learned', 'VERB'), ('enough', 'ADJ'), ('about', 'ADP'), ('who', 'PRON'), ('was', 'AUX'), ('representing', 'VERB'), ('what', 'PRON'), ('to', 'PART'), ('give', 'VERB'), ('the', 'DET'), ('leaders', 'NOUN'), ('of', 'ADP'), ('our', 'PRON'), ('puppet', 'NOUN'), ('government', 'NOUN'), (',', 'PUNCT'), ('led', 'VERB'), ('by', 'ADP'), ('Ayad', 'PROPN'), ('Allawi', 'PROPN'), (',', 'PUNCT'), ('a', 'DET'), ('thorough', 'ADJ'), ('whupping', 'NOUN'), ('\n      ', 'SPACE')]",election,NOUN,"[('unawareness', 'NOUN')]",unawareness,0.5593412503833655,0.2992696144197787,0.75,0.16666666666666674,0.00010141987829614604,0.07920792079207922
55,The real issue is the inflated valutation and the real taxation.,"Inflation in value is not under the control of legislators and is the reason we are suffering from the blight of taxation without representation.
      ",blight,negative effect,"[('Inflation', 'NOUN'), ('in', 'ADP'), ('value', 'NOUN'), ('is', 'AUX'), ('not', 'PART'), ('under', 'ADP'), ('the', 'DET'), ('control', 'NOUN'), ('of', 'ADP'), ('legislators', 'NOUN'), ('and', 'CCONJ'), ('is', 'AUX'), ('the', 'DET'), ('reason', 'NOUN'), ('we', 'PRON'), ('are', 'AUX'), ('suffering', 'VERB'), ('from', 'ADP'), ('the', 'DET'), ('blight', 'NOUN'), ('of', 'ADP'), ('taxation', 'NOUN'), ('without', 'ADP'), ('representation', 'NOUN'), ('\n      ', 'SPACE')]",taxation,NOUN,"[('negative', 'ADJ'), ('effect', 'NOUN')]",effect,0.334111639887749,0.6137579356910883,0.25,0.3333333333333335,0.0010818120351588911,0.4455445544554455
56,"People in poverty cope by pooling resources, by trimming waste any way they can, by coordinating efforts and use of limited items.","Greed is not considered an awful vice in poor communities--everyone reacts differently to the invisible squeeze of poverty.
      ",squeeze,deprivations,"[('Greed', 'PROPN'), ('is', 'AUX'), ('not', 'PART'), ('considered', 'VERB'), ('an', 'DET'), ('awful', 'ADJ'), ('vice', 'NOUN'), ('in', 'ADP'), ('poor', 'ADJ'), ('communities', 'NOUN'), ('everyone', 'PRON'), ('reacts', 'VERB'), ('differently', 'ADV'), ('to', 'ADP'), ('the', 'DET'), ('invisible', 'ADJ'), ('squeeze', 'NOUN'), ('of', 'ADP'), ('poverty', 'NOUN'), ('\n      ', 'SPACE')]",poverty,NOUN,"[('deprivations', 'NOUN')]",deprivations,0.2749366024191132,0.25081129331499935,0.625,0.16666666666666674,0.0,0.0495049504950495
57,"Not with glitzy events, not with advertising, not with travel to meet constituents.","And they don’t have the glamour and veneer of wealth that appeals and dazzles, nor do they have the support of the lobbyists they can promise sweet payouts to once they get into office.
      ",veneer,appeal,"[('And', 'CCONJ'), ('they', 'PRON'), ('do', 'AUX'), ('n’t', 'PART'), ('have', 'VERB'), ('the', 'DET'), ('glamour', 'NOUN'), ('and', 'CCONJ'), ('veneer', 'NOUN'), ('of', 'ADP'), ('wealth', 'NOUN'), ('that', 'PRON'), ('appeals', 'VERB'), ('and', 'CCONJ'), ('dazzles', 'NOUN'), (',', 'PUNCT'), ('nor', 'CCONJ'), ('do', 'AUX'), ('they', 'PRON'), ('have', 'VERB'), ('the', 'DET'), ('support', 'NOUN'), ('of', 'ADP'), ('the', 'DET'), ('lobbyists', 'NOUN'), ('they', 'PRON'), ('can', 'AUX'), ('promise', 'VERB'), ('sweet', 'ADJ'), ('payouts', 'NOUN'), ('to', 'ADP'), ('once', 'SCONJ'), ('they', 'PRON'), ('get', 'VERB'), ('into', 'ADP'), ('office', 'NOUN'), ('\n      ', 'SPACE')]",wealth,NOUN,"[('appeal', 'NOUN')]",appeal,0.5710941144476466,0.2992696144197787,0.625,0.16666666666666674,0.0003718728870858688,0.07920792079207922
58,What this means is that the future with Perry is the future of American poverty.,"Should he succeed, he's likely to bring this poverty propagation to Washington.
      ",propagation,spread,"[('Should', 'AUX'), ('he', 'PRON'), ('succeed', 'VERB'), (',', 'PUNCT'), ('he', 'PRON'), (""'s"", 'AUX'), ('likely', 'ADJ'), ('to', 'PART'), ('bring', 'VERB'), ('this', 'DET'), ('poverty', 'NOUN'), ('propagation', 'NOUN'), ('to', 'ADP'), ('Washington', 'PROPN'), ('\n      ', 'SPACE')]",poverty,NOUN,"[('spread', 'VERB')]",spread,0.536807431348384,0.25081129331499935,0.625,0.16666666666666674,0.0002704530087897228,0.0495049504950495
59,The country you live in is not immune from the trajectory of history.,"Because the trajectory of wealth is pointing away from highly indebted, wealth-grabbing, freedom-stealing nations in the west.
      ",trajectory,distribution,"[('Because', 'SCONJ'), ('the', 'DET'), ('trajectory', 'NOUN'), ('of', 'ADP'), ('wealth', 'NOUN'), ('is', 'AUX'), ('pointing', 'VERB'), ('away', 'ADV'), ('from', 'ADP'), ('highly', 'ADV'), ('indebted', 'ADJ'), (',', 'PUNCT'), ('wealth', 'NOUN'), ('grabbing', 'VERB'), (',', 'PUNCT'), ('freedom', 'NOUN'), ('stealing', 'VERB'), ('nations', 'NOUN'), ('in', 'ADP'), ('the', 'DET'), ('west', 'NOUN'), ('\n      ', 'SPACE')]",wealth,NOUN,"[('distribution', 'NOUN')]",distribution,0.43018201591562594,0.2992696144197787,0.5,0.16666666666666674,0.00030425963488843813,0.07920792079207922
60,And let's then ask: what makes a person ready for change?,"How do you know if you are on the brink of change and you just need the right bit of information to tip you over the edge into a wealth avalanche?
      ",avalanche,increase,"[('How', 'SCONJ'), ('do', 'AUX'), ('you', 'PRON'), ('know', 'VERB'), ('if', 'SCONJ'), ('you', 'PRON'), ('are', 'AUX'), ('on', 'ADP'), ('the', 'DET'), ('brink', 'NOUN'), ('of', 'ADP'), ('change', 'NOUN'), ('and', 'CCONJ'), ('you', 'PRON'), ('just', 'ADV'), ('need', 'VERB'), ('the', 'DET'), ('right', 'ADJ'), ('bit', 'NOUN'), ('of', 'ADP'), ('information', 'NOUN'), ('to', 'PART'), ('tip', 'VERB'), ('you', 'PRON'), ('over', 'ADP'), ('the', 'DET'), ('edge', 'NOUN'), ('into', 'ADP'), ('a', 'DET'), ('wealth', 'NOUN'), ('avalanche', 'NOUN'), ('?', 'PUNCT'), ('\n      ', 'SPACE')]",wealth,NOUN,"[('increase', 'NOUN')]",increase,0.0,0.2992696144197787,0.25,0.16666666666666674,3.380662609871535e-05,0.07920792079207922
61,"Get used to it folks – if these two socialists get into office (ok, a bit harsh with Biden but I’m dead on with that Saul Alinsky devotee, Obama), their sense of charity will be sated with your money.","I’ll make this bet – if they do win the Prez prize, you can be sure that the fastest growing industry will not be that in the private sector – it WILL be the non-profits, the social services organizations, that will be feasting off the fat of taxes (e.g., those that are really in it for the business rather than the charitable purposes).
      ",fat,excess,"[('I', 'PRON'), ('’ll', 'AUX'), ('make', 'VERB'), ('this', 'DET'), ('bet', 'NOUN'), ('–', 'PUNCT'), ('if', 'SCONJ'), ('they', 'PRON'), ('do', 'AUX'), ('win', 'VERB'), ('the', 'DET'), ('Prez', 'PROPN'), ('prize', 'NOUN'), (',', 'PUNCT'), ('you', 'PRON'), ('can', 'AUX'), ('be', 'AUX'), ('sure', 'ADJ'), ('that', 'SCONJ'), ('the', 'DET'), ('fastest', 'ADJ'), ('growing', 'VERB'), ('industry', 'NOUN'), ('will', 'AUX'), ('not', 'PART'), ('be', 'AUX'), ('that', 'SCONJ'), ('in', 'ADP'), ('the', 'DET'), ('private', 'ADJ'), ('sector', 'NOUN'), ('–', 'PUNCT'), ('it', 'PRON'), ('WILL', 'AUX'), ('be', 'AUX'), ('the', 'DET'), ('non', 'NOUN'), ('profits', 'NOUN'), (',', 'PUNCT'), ('the', 'DET'), ('social', 'ADJ'), ('services', 'NOUN'), ('organizations', 'NOUN'), (',', 'PUNCT'), ('that', 'PRON'), ('will', 'AUX'), ('be', 'AUX'), ('feasting', 'VERB'), ('off', 'ADP'), ('the', 'DET'), ('fat', 'NOUN'), ('of', 'ADP'), ('taxes', 'NOUN'), ('e.g.', 'ADV'), (',', 'PUNCT'), ('those', 'PRON'), ('that', 'PRON'), ('are', 'AUX'), ('really', 'ADV'), ('in', 'ADP'), ('it', 'PRON'), ('for', 'ADP'), ('the', 'DET'), ('business', 'NOUN'), ('rather', 'ADV'), ('than', 'ADP'), ('the', 'DET'), ('charitable', 'ADJ'), ('purposes', 'NOUN'), ('\n      ', 'SPACE')]",taxes,NOUN,"[('excess', 'NOUN')]",excess,0.5133017032198215,0.6137579356910883,0.875,0.3333333333333335,0.0,0.4455445544554455
62,Fix the hole in your bucket before you proclaim the need to pour more water into it.,"Government taxation is a parasite on the economic life of any country.
      ",parasite,detriment,"[('Government', 'NOUN'), ('taxation', 'NOUN'), ('is', 'AUX'), ('a', 'DET'), ('parasite', 'NOUN'), ('on', 'ADP'), ('the', 'DET'), ('economic', 'ADJ'), ('life', 'NOUN'), ('of', 'ADP'), ('any', 'DET'), ('country', 'NOUN'), ('\n      ', 'SPACE')]",taxation,NOUN,"[('detriment', 'NOUN')]",detriment,0.3575476512010623,0.6137579356910883,0.625,0.3333333333333335,3.380662609871535e-05,0.4455445544554455
63,"Those brilliant architechs of constitutional rights somehow forgot how important individual rights really were, and now are.","My idea of pursuing happiness does not include the leech of taxation and the loss of freedoms by regulation without representation.
      ",leech,detriment,"[('My', 'PRON'), ('idea', 'NOUN'), ('of', 'ADP'), ('pursuing', 'VERB'), ('happiness', 'NOUN'), ('does', 'AUX'), ('not', 'PART'), ('include', 'VERB'), ('the', 'DET'), ('leech', 'NOUN'), ('of', 'ADP'), ('taxation', 'NOUN'), ('and', 'CCONJ'), ('the', 'DET'), ('loss', 'NOUN'), ('of', 'ADP'), ('freedoms', 'NOUN'), ('by', 'ADP'), ('regulation', 'NOUN'), ('without', 'ADP'), ('representation', 'NOUN'), ('\n      ', 'SPACE')]",taxation,NOUN,"[('detriment', 'NOUN')]",detriment,0.3575476512010623,0.6137579356910883,0.625,0.3333333333333335,3.380662609871535e-05,0.4455445544554455
64,It’s gotten him where he is today.,"Oil wealth pirate and Alaska governor, Sean Parnell.
      ",pirate,thief,"[('Oil', 'NOUN'), ('wealth', 'NOUN'), ('pirate', 'NOUN'), ('and', 'CCONJ'), ('Alaska', 'PROPN'), ('governor', 'NOUN'), (',', 'PUNCT'), ('Sean', 'PROPN'), ('Parnell', 'PROPN'), ('\n      ', 'SPACE')]",wealth,NOUN,"[('thief', 'NOUN')]",thief,0.7869253962133734,0.2992696144197787,0.75,0.16666666666666674,0.0008789722785665991,0.07920792079207922
65,“A primary implication of our results is that a non-benevolent government will wish to decrease the salience of taxes and that voters facing a non-benevolent government will wish to keep taxes' salience high--even if the forms of taxation that are highly salient cause inconvenience and animus such as that generated by the property tax.”,"Using a trusty “Academic to English” translator, you get this: “A primary implication of our results is that a government which seeks to prioritize and advance its own internal interests over the interests of citizens will want to reduce the visibility of taxation.
      ",visibility,awareness,"[('Using', 'VERB'), ('a', 'DET'), ('trusty', 'NOUN'), ('“', 'PUNCT'), ('Academic', 'ADJ'), ('to', 'ADP'), ('English', 'PROPN'), ('”', 'PUNCT'), ('translator', 'NOUN'), (',', 'PUNCT'), ('you', 'PRON'), ('get', 'VERB'), ('this', 'PRON'), (':', 'PUNCT'), ('“', 'PUNCT'), ('A', 'DET'), ('primary', 'ADJ'), ('implication', 'NOUN'), ('of', 'ADP'), ('our', 'PRON'), ('results', 'NOUN'), ('is', 'AUX'), ('that', 'SCONJ'), ('a', 'DET'), ('government', 'NOUN'), ('which', 'PRON'), ('seeks', 'VERB'), ('to', 'PART'), ('prioritize', 'VERB'), ('and', 'CCONJ'), ('advance', 'VERB'), ('its', 'PRON'), ('own', 'ADJ'), ('internal', 'ADJ'), ('interests', 'NOUN'), ('over', 'ADP'), ('the', 'DET'), ('interests', 'NOUN'), ('of', 'ADP'), ('citizens', 'NOUN'), ('will', 'AUX'), ('want', 'VERB'), ('to', 'PART'), ('reduce', 'VERB'), ('the', 'DET'), ('visibility', 'NOUN'), ('of', 'ADP'), ('taxation', 'NOUN'), ('\n      ', 'SPACE')]",taxation,NOUN,"[('awareness', 'NOUN')]",awareness,0.5227697487649603,0.6137579356910883,0.625,0.3333333333333335,0.00023664638269100743,0.4455445544554455
67,[EMPTY],"The Constitutional seed has been firmly placed, and one of the Sheriffs in New Hampshire has conceded that the Obama's placement on the primary ballot in NH is in clear violation of NH law; in that on November 18, 2011, theBallot Law Commission failed to answer the complaint questioning Obama's eligibility.
    ",seed,idea,"[('The', 'DET'), ('Constitutional', 'ADJ'), ('seed', 'NOUN'), ('has', 'AUX'), ('been', 'AUX'), ('firmly', 'ADV'), ('placed', 'VERB'), (',', 'PUNCT'), ('and', 'CCONJ'), ('one', 'NUM'), ('of', 'ADP'), ('the', 'DET'), ('Sheriffs', 'PROPN'), ('in', 'ADP'), ('New', 'PROPN'), ('Hampshire', 'PROPN'), ('has', 'AUX'), ('conceded', 'VERB'), ('that', 'SCONJ'), ('the', 'DET'), ('Obama', 'PROPN'), (""'s"", 'PART'), ('placement', 'NOUN'), ('on', 'ADP'), ('the', 'DET'), ('primary', 'ADJ'), ('ballot', 'NOUN'), ('in', 'ADP'), ('NH', 'PROPN'), ('is', 'AUX'), ('in', 'ADP'), ('clear', 'ADJ'), ('violation', 'NOUN'), ('of', 'ADP'), ('NH', 'PROPN'), ('law', 'NOUN'), (';', 'PUNCT'), ('in', 'ADP'), ('that', 'PRON'), ('on', 'ADP'), ('November', 'PROPN'), ('18', 'NUM'), (',', 'PUNCT'), ('2011', 'NUM'), (',', 'PUNCT'), ('theBallot', 'PROPN'), ('Law', 'PROPN'), ('Commission', 'PROPN'), ('failed', 'VERB'), ('to', 'PART'), ('answer', 'VERB'), ('the', 'DET'), ('complaint', 'NOUN'), ('questioning', 'VERB'), ('Obama', 'PROPN'), (""'s"", 'PART'), ('eligibility', 'NOUN'), ('\n    ', 'SPACE')]",constitutional,NOUN,"[('idea', 'NOUN')]",idea,0.7957525465495954,0.5147245785197745,0.375,0.8333333333333335,0.019709263015551048,0.0
68,"The economy takes a deadweight loss. When government performs its limited responsibilities well, it creates economic value — and net new jobs. For example, the adjudication of disputes and the protection of lives and property create a foundation for business confidence, investment, and job creation. When policymakers reform existing government programs to improve their effectiveness, or eliminate ineffective programs altogether, they also maximize economic value and, thus, create net new jobs.","Most government job creation the Left wants, however, has the opposite effect. It destroys economic value and results in net job losses. Even in areas where properly structured government programs can add value, such as infrastructure improvement, today’s programs are so poorly conceived that routing more tax dollars into them to “stimulate the economy” is a fool’s errand. Government exists to perform a small number of discrete tasks that are difficult to perform through voluntary means. Beyond that, government is a liability, not an asset — and one that needs to be removed from our balance sheets. [Editorial from the Carolina Journal, September 2011
      ",liability,problem,"[('Most', 'ADJ'), ('government', 'NOUN'), ('job', 'NOUN'), ('creation', 'NOUN'), ('the', 'DET'), ('Left', 'PROPN'), ('wants', 'VERB'), (',', 'PUNCT'), ('however', 'ADV'), (',', 'PUNCT'), ('has', 'VERB'), ('the', 'DET'), ('opposite', 'ADJ'), ('effect', 'NOUN'), ('It', 'PRON'), ('destroys', 'VERB'), ('economic', 'ADJ'), ('value', 'NOUN'), ('and', 'CCONJ'), ('results', 'NOUN'), ('in', 'ADP'), ('net', 'ADJ'), ('job', 'NOUN'), ('losses', 'NOUN'), ('Even', 'ADV'), ('in', 'ADP'), ('areas', 'NOUN'), ('where', 'SCONJ'), ('properly', 'ADV'), ('structured', 'VERB'), ('government', 'NOUN'), ('programs', 'NOUN'), ('can', 'AUX'), ('add', 'VERB'), ('value', 'NOUN'), (',', 'PUNCT'), ('such', 'ADJ'), ('as', 'ADP'), ('infrastructure', 'NOUN'), ('improvement', 'NOUN'), (',', 'PUNCT'), ('today', 'NOUN'), ('’s', 'PART'), ('programs', 'NOUN'), ('are', 'AUX'), ('so', 'ADV'), ('poorly', 'ADV'), ('conceived', 'VERB'), ('that', 'SCONJ'), ('routing', 'VERB'), ('more', 'ADJ'), ('tax', 'NOUN'), ('dollars', 'NOUN'), ('into', 'ADP'), ('them', 'PRON'), ('to', 'PART'), ('“', 'PUNCT'), ('stimulate', 'VERB'), ('the', 'DET'), ('economy', 'NOUN'), ('”', 'PUNCT'), ('is', 'AUX'), ('a', 'DET'), ('fool', 'NOUN'), ('’s', 'PART'), ('errand', 'NOUN'), ('Government', 'NOUN'), ('exists', 'VERB'), ('to', 'PART'), ('perform', 'VERB'), ('a', 'DET'), ('small', 'ADJ'), ('number', 'NOUN'), ('of', 'ADP'), ('discrete', 'ADJ'), ('tasks', 'NOUN'), ('that', 'PRON'), ('are', 'AUX'), ('difficult', 'ADJ'), ('to', 'PART'), ('perform', 'VERB'), ('through', 'ADP'), ('voluntary', 'ADJ'), ('means', 'NOUN'), ('Beyond', 'ADP'), ('that', 'PRON'), (',', 'PUNCT'), ('government', 'NOUN'), ('is', 'AUX'), ('a', 'DET'), ('liability', 'NOUN'), (',', 'PUNCT'), ('not', 'PART'), ('an', 'DET'), ('asset', 'NOUN'), ('—', 'PUNCT'), ('and', 'CCONJ'), ('one', 'NOUN'), ('that', 'PRON'), ('needs', 'VERB'), ('to', 'PART'), ('be', 'AUX'), ('removed', 'VERB'), ('from', 'ADP'), ('our', 'PRON'), ('balance', 'NOUN'), ('sheets', 'NOUN'), ('[', 'PUNCT'), ('Editorial', 'PROPN'), ('from', 'ADP'), ('the', 'DET'), ('\xa0', 'SPACE'), ('Carolina', 'PROPN'), ('Journal', 'PROPN'), (',', 'PUNCT'), ('\xa0', 'SPACE'), ('September', 'PROPN'), ('2011', 'NUM'), ('\n      ', 'SPACE')]",government,NOUN,"[('problem', 'NOUN')]",problem,0.28668946648339444,0.4213701434665248,0.5,0.16666666666666674,6.76132521974307e-05,0.2376237623762376
