open_prompt,mcq_prompt,A,B,C,D,normal_question,original,permutation
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: One way and another, that could let the Legislature open the tax door a lot wider than voters wanted when they passed I-1053.
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “door”. 
    ","TEXT: One way and another, that could let the Legislature open the tax door a lot wider than voters wanted when they passed I-1053.
       
    QUESTION: Which word is being described or explained by the metaphorical word ""door""? Choose the best option from the following:

    ",tax,opportunity,impost,potential,"TEXT: "" One way and another, that could let the Legislature open the tax door a lot wider than voters wanted when they passed I-1053.""
QUESTION: Which word is being described or explained by the metaphorical word ""door""? Choose the best option from the following:
A) opportunity
B) potential
C) tax
D) impost
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.","{'tax': 'A', 'opportunity': 'B', 'impost': 'C', 'potential': 'D'}","{'A': 'opportunity', 'B': 'potential', 'C': 'tax', 'D': 'impost'}"
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: Government is a factory that produces only two products
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “factory”. 
    ","TEXT: Government is a factory that produces only two products
       
    QUESTION: Which word is being described or explained by the metaphorical word ""factory""? Choose the best option from the following:

    ",government,system,jurisdiction,institution,"TEXT: "" Government is a factory that produces only two products""
QUESTION: Which word is being described or explained by the metaphorical word ""factory""? Choose the best option from the following:
A) institution
B) government
C) jurisdiction
D) system
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.","{'government': 'A', 'system': 'B', 'jurisdiction': 'C', 'institution': 'D'}","{'A': 'institution', 'B': 'government', 'C': 'jurisdiction', 'D': 'system'}"
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: How to Build a Fortune [With CD-ROM with Workbook and Trump Cards and DVD] 4.75 of 5 stars 4.75  ·  rating details  ·  4 ratings  ·  3 reviews Learn from a true master of wealth how to create your own personal fortune!
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “master”. 
    ","TEXT: How to Build a Fortune [With CD-ROM with Workbook and Trump Cards and DVD] 4.75 of 5 stars 4.75  ·  rating details  ·  4 ratings  ·  3 reviews Learn from a true master of wealth how to create your own personal fortune!
       
    QUESTION: Which word is being described or explained by the metaphorical word ""master""? Choose the best option from the following:

    ",wealth,expert,affluence,guru,"TEXT: "" How to Build a Fortune [With CD-ROM with Workbook and Trump Cards and DVD] 4.75 of 5 stars 4.75  ·  rating details  ·  4 ratings  ·  3 reviews Learn from a true master of wealth how to create your own personal fortune!""
QUESTION: Which word is being described or explained by the metaphorical word ""master""? Choose the best option from the following:
A) expert
B) guru
C) wealth
D) affluence
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.","{'wealth': 'A', 'expert': 'B', 'affluence': 'C', 'guru': 'D'}","{'A': 'expert', 'B': 'guru', 'C': 'wealth', 'D': 'affluence'}"
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: The Rothschilds were the servants of money who undertook the reconstruct the world as an image of money and its functions.
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “servants”. 
    ","TEXT: The Rothschilds were the servants of money who undertook the reconstruct the world as an image of money and its functions.
       
    QUESTION: Which word is being described or explained by the metaphorical word ""servants""? Choose the best option from the following:

    ",money,obsession,trade,enthusiasm,"TEXT: "" The Rothschilds were the servants of money who undertook the reconstruct the world as an image of money and its functions.""
QUESTION: Which word is being described or explained by the metaphorical word ""servants""? Choose the best option from the following:
A) money
B) obsession
C) trade
D) enthusiasm
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.","{'money': 'A', 'obsession': 'B', 'trade': 'C', 'enthusiasm': 'D'}","{'A': 'money', 'B': 'obsession', 'C': 'trade', 'D': 'enthusiasm'}"
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: Instead, many religions simply accumulate countless millions of dollars in assets, including vast amounts of property, huge and lavish church buildings, and unceasing luxury for their leaders - this although virtually all religions teach that excessive wealth is a barrier to salvation.
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “barrier”. 
    ","TEXT: Instead, many religions simply accumulate countless millions of dollars in assets, including vast amounts of property, huge and lavish church buildings, and unceasing luxury for their leaders - this although virtually all religions teach that excessive wealth is a barrier to salvation.
       
    QUESTION: Which word is being described or explained by the metaphorical word ""barrier""? Choose the best option from the following:

    ",wealth,hindrance,affluence,challenge,"TEXT: "" Instead, many religions simply accumulate countless millions of dollars in assets, including vast amounts of property, huge and lavish church buildings, and unceasing luxury for their leaders - this although virtually all religions teach that excessive wealth is a barrier to salvation.""
QUESTION: Which word is being described or explained by the metaphorical word ""barrier""? Choose the best option from the following:
A) hindrance
B) affluence
C) challenge
D) wealth
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.","{'wealth': 'A', 'hindrance': 'B', 'affluence': 'C', 'challenge': 'D'}","{'A': 'hindrance', 'B': 'affluence', 'C': 'challenge', 'D': 'wealth'}"
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: You’re bound to experience the Kafkaesque horrors of Czech bureaucracy eventually – there’s really no way of escaping it.
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “horrors”. 
    ","TEXT: You’re bound to experience the Kafkaesque horrors of Czech bureaucracy eventually – there’s really no way of escaping it.
       
    QUESTION: Which word is being described or explained by the metaphorical word ""horrors""? Choose the best option from the following:

    ",bureaucracy,difficulties,compliance,impediment,"TEXT: "" You’re bound to experience the Kafkaesque horrors of Czech bureaucracy eventually – there’s really no way of escaping it.""
QUESTION: Which word is being described or explained by the metaphorical word ""horrors""? Choose the best option from the following:
A) bureaucracy
B) compliance
C) impediment
D) difficulties
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.","{'bureaucracy': 'A', 'difficulties': 'B', 'compliance': 'C', 'impediment': 'D'}","{'A': 'bureaucracy', 'B': 'compliance', 'C': 'impediment', 'D': 'difficulties'}"
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: I am not aware of another developed country that has had a similar romance of the gun.
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “romance”. 
    ","TEXT: I am not aware of another developed country that has had a similar romance of the gun.
       
    QUESTION: Which word is being described or explained by the metaphorical word ""romance""? Choose the best option from the following:

    ",gun,fascination,artillery,allure,"TEXT: "" I am not aware of another developed country that has had a similar romance of the gun.""
QUESTION: Which word is being described or explained by the metaphorical word ""romance""? Choose the best option from the following:
A) gun
B) allure
C) fascination
D) artillery
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.","{'gun': 'A', 'fascination': 'B', 'artillery': 'C', 'allure': 'D'}","{'A': 'gun', 'B': 'allure', 'C': 'fascination', 'D': 'artillery'}"
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: AMT (the tax bubble for the semi-rich that we should eliminate) is a second contributor to the regressive nature of our current income tax system.
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “bubble”. 
    ","TEXT: AMT (the tax bubble for the semi-rich that we should eliminate) is a second contributor to the regressive nature of our current income tax system.
       
    QUESTION: Which word is being described or explained by the metaphorical word ""bubble""? Choose the best option from the following:

    ",tax,increase,imposition,enlargement,"TEXT: "" AMT (the tax bubble for the semi-rich that we should eliminate) is a second contributor to the regressive nature of our current income tax system.""
QUESTION: Which word is being described or explained by the metaphorical word ""bubble""? Choose the best option from the following:
A) enlargement
B) imposition
C) increase
D) tax
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.","{'tax': 'A', 'increase': 'B', 'imposition': 'C', 'enlargement': 'D'}","{'A': 'enlargement', 'B': 'imposition', 'C': 'increase', 'D': 'tax'}"
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: In making these claims Jacobson seeks to revise the work of Oscar Handlin and John Higham, who have depicted racism as periodically causing aberrations in America's grand odyssey of democracy, not as a ""language and a logic"" that caught white as well as black and red others in its grasp throughout America's history (135, 164, 274).
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “odyssey”. 
    ","TEXT: In making these claims Jacobson seeks to revise the work of Oscar Handlin and John Higham, who have depicted racism as periodically causing aberrations in America's grand odyssey of democracy, not as a ""language and a logic"" that caught white as well as black and red others in its grasp throughout America's history (135, 164, 274).
       
    QUESTION: Which word is being described or explained by the metaphorical word ""odyssey""? Choose the best option from the following:

    ",democracy,history,legislation,annal,"TEXT: "" In making these claims Jacobson seeks to revise the work of Oscar Handlin and John Higham, who have depicted racism as periodically causing aberrations in America's grand odyssey of democracy, not as a ""language and a logic"" that caught white as well as black and red others in its grasp throughout America's history (135, 164, 274).""
QUESTION: Which word is being described or explained by the metaphorical word ""odyssey""? Choose the best option from the following:
A) annal
B) history
C) legislation
D) democracy
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.","{'democracy': 'A', 'history': 'B', 'legislation': 'C', 'annal': 'D'}","{'A': 'annal', 'B': 'history', 'C': 'legislation', 'D': 'democracy'}"
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: Democracy is a circle where each and everybody have equal distance from the center, a center which represents the one voice for all.
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “circle”. 
    ","TEXT: Democracy is a circle where each and everybody have equal distance from the center, a center which represents the one voice for all.
       
    QUESTION: Which word is being described or explained by the metaphorical word ""circle""? Choose the best option from the following:

    ",democracy,system,representation,government,"TEXT: "" Democracy is a circle where each and everybody have equal distance from the center, a center which represents the one voice for all.""
QUESTION: Which word is being described or explained by the metaphorical word ""circle""? Choose the best option from the following:
A) system
B) government
C) representation
D) democracy
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.","{'democracy': 'A', 'system': 'B', 'representation': 'C', 'government': 'D'}","{'A': 'system', 'B': 'government', 'C': 'representation', 'D': 'democracy'}"
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: But since citizens are so distant and disconnected from the government, does this mean that democracy is a fantasy?
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “fantasy”. 
    ","TEXT: But since citizens are so distant and disconnected from the government, does this mean that democracy is a fantasy?
       
    QUESTION: Which word is being described or explained by the metaphorical word ""fantasy""? Choose the best option from the following:

    ",democracy,illusion,participation,hallucination,"TEXT: "" But since citizens are so distant and disconnected from the government, does this mean that democracy is a fantasy?""
QUESTION: Which word is being described or explained by the metaphorical word ""fantasy""? Choose the best option from the following:
A) participation
B) democracy
C) hallucination
D) illusion
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.","{'democracy': 'A', 'illusion': 'B', 'participation': 'C', 'hallucination': 'D'}","{'A': 'participation', 'B': 'democracy', 'C': 'hallucination', 'D': 'illusion'}"
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: ""Press freedom is the thermometer of democracy.
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “thermometer”. 
    ","TEXT: ""Press freedom is the thermometer of democracy.
       
    QUESTION: Which word is being described or explained by the metaphorical word ""thermometer""? Choose the best option from the following:

    ",democracy,indicator,rights,standard,"TEXT: "" ""Press freedom is the thermometer of democracy.""
QUESTION: Which word is being described or explained by the metaphorical word ""thermometer""? Choose the best option from the following:
A) indicator
B) democracy
C) standard
D) rights
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.","{'democracy': 'A', 'indicator': 'B', 'rights': 'C', 'standard': 'D'}","{'A': 'indicator', 'B': 'democracy', 'C': 'standard', 'D': 'rights'}"
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: In Ohio Romney won 72 of 88 counties but lost due to a tsunami of votes in Democrat-controlled Cleveland
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “tsunami”. 
    ","TEXT: In Ohio Romney won 72 of 88 counties but lost due to a tsunami of votes in Democrat-controlled Cleveland
       
    QUESTION: Which word is being described or explained by the metaphorical word ""tsunami""? Choose the best option from the following:

    ",votes,quantity,constituency,measure,"TEXT: "" In Ohio Romney won 72 of 88 counties but lost due to a tsunami of votes in Democrat-controlled Cleveland""
QUESTION: Which word is being described or explained by the metaphorical word ""tsunami""? Choose the best option from the following:
A) quantity
B) measure
C) votes
D) constituency
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.","{'votes': 'A', 'quantity': 'B', 'constituency': 'C', 'measure': 'D'}","{'A': 'quantity', 'B': 'measure', 'C': 'votes', 'D': 'constituency'}"
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: ""It's a calculated risk, because if they go down, the state will have even bigger fiscal problems, and his reputation for ballot-box magic will take a hit.""
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “magic”. 
    ","TEXT: ""It's a calculated risk, because if they go down, the state will have even bigger fiscal problems, and his reputation for ballot-box magic will take a hit.""
       
    QUESTION: Which word is being described or explained by the metaphorical word ""magic""? Choose the best option from the following:

    ",ballot-box,success,governance,achievement,"TEXT: "" ""It's a calculated risk, because if they go down, the state will have even bigger fiscal problems, and his reputation for ballot-box magic will take a hit.""""
QUESTION: Which word is being described or explained by the metaphorical word ""magic""? Choose the best option from the following:
A) ballot-box
B) governance
C) achievement
D) success
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.","{'ballot-box': 'A', 'success': 'B', 'governance': 'C', 'achievement': 'D'}","{'A': 'ballot-box', 'B': 'governance', 'C': 'achievement', 'D': 'success'}"
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: he debate over the automatic cuts parallels the presidential election duel over fiscal visions between President Obama and Mitt Romney.
     
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “duel”. 
    ","TEXT: he debate over the automatic cuts parallels the presidential election duel over fiscal visions between President Obama and Mitt Romney.
     
    QUESTION: Which word is being described or explained by the metaphorical word ""duel""? Choose the best option from the following:

    ",election,debate,caucus,symposium,"TEXT: "" he debate over the automatic cuts parallels the presidential election duel over fiscal visions between President Obama and Mitt Romney.""
QUESTION: Which word is being described or explained by the metaphorical word ""duel""? Choose the best option from the following:
A) election
B) debate
C) symposium
D) caucus
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.","{'election': 'A', 'debate': 'B', 'caucus': 'C', 'symposium': 'D'}","{'A': 'election', 'B': 'debate', 'C': 'symposium', 'D': 'caucus'}"
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: This seems like familiar bureaucratic jealousy of rival agencies, though the Commission ascribes the fbi behavior to an “unduly restrictive view of its role.”
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “jealousy”. 
    ","TEXT: This seems like familiar bureaucratic jealousy of rival agencies, though the Commission ascribes the fbi behavior to an “unduly restrictive view of its role.”
       
    QUESTION: Which word is being described or explained by the metaphorical word ""jealousy""? Choose the best option from the following:

    ",bureaucratic,competition,policy,challenge,"TEXT: "" This seems like familiar bureaucratic jealousy of rival agencies, though the Commission ascribes the fbi behavior to an “unduly restrictive view of its role.”""
QUESTION: Which word is being described or explained by the metaphorical word ""jealousy""? Choose the best option from the following:
A) challenge
B) policy
C) bureaucratic
D) competition
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.","{'bureaucratic': 'A', 'competition': 'B', 'policy': 'C', 'challenge': 'D'}","{'A': 'challenge', 'B': 'policy', 'C': 'bureaucratic', 'D': 'competition'}"
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: He advocates for the burning of bureaucracy, noting that though most New England police stations are made of brick or stone, their roofs are still wood, and providing instructions on how to make a Molotov cocktail.
     
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “burning”. 
    ","TEXT: He advocates for the burning of bureaucracy, noting that though most New England police stations are made of brick or stone, their roofs are still wood, and providing instructions on how to make a Molotov cocktail.
     
    QUESTION: Which word is being described or explained by the metaphorical word ""burning""? Choose the best option from the following:

    ",bureaucracy,destruction,policy,annihilation,"TEXT: "" He advocates for the burning of bureaucracy, noting that though most New England police stations are made of brick or stone, their roofs are still wood, and providing instructions on how to make a Molotov cocktail.""
QUESTION: Which word is being described or explained by the metaphorical word ""burning""? Choose the best option from the following:
A) bureaucracy
B) destruction
C) annihilation
D) policy
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.","{'bureaucracy': 'A', 'destruction': 'B', 'policy': 'C', 'annihilation': 'D'}","{'A': 'bureaucracy', 'B': 'destruction', 'C': 'annihilation', 'D': 'policy'}"
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: Cheers from a fellow bureaucratic traveler.
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “traveler”. 
    ","TEXT: Cheers from a fellow bureaucratic traveler.
       
    QUESTION: Which word is being described or explained by the metaphorical word ""traveler""? Choose the best option from the following:

    ",bureaucratic,employee,policy,contractor,"TEXT: "" Cheers from a fellow bureaucratic traveler.""
QUESTION: Which word is being described or explained by the metaphorical word ""traveler""? Choose the best option from the following:
A) employee
B) bureaucratic
C) contractor
D) policy
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.","{'bureaucratic': 'A', 'employee': 'B', 'policy': 'C', 'contractor': 'D'}","{'A': 'employee', 'B': 'bureaucratic', 'C': 'contractor', 'D': 'policy'}"
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: The unloading of bureaucracy could be achieved by ensuring a comprehensive and understandable map of qualifications and a range of informed brokerage services.
     
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “unloading”. 
    ","TEXT: The unloading of bureaucracy could be achieved by ensuring a comprehensive and understandable map of qualifications and a range of informed brokerage services.
     
    QUESTION: Which word is being described or explained by the metaphorical word ""unloading""? Choose the best option from the following:

    ",bureaucracy,simplification,policy,clarity,"TEXT: "" The unloading of bureaucracy could be achieved by ensuring a comprehensive and understandable map of qualifications and a range of informed brokerage services.""
QUESTION: Which word is being described or explained by the metaphorical word ""unloading""? Choose the best option from the following:
A) bureaucracy
B) simplification
C) clarity
D) policy
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.","{'bureaucracy': 'A', 'simplification': 'B', 'policy': 'C', 'clarity': 'D'}","{'A': 'bureaucracy', 'B': 'simplification', 'C': 'clarity', 'D': 'policy'}"
