open_prompt,mcq_prompt,A,B,C,D,normal_question,original,permutation
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: Shifting the entire tax burden onto landowners would likely result in a disaster from massive hikes in the price of food.
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “burden”. 
    ","TEXT: Shifting the entire tax burden onto landowners would likely result in a disaster from massive hikes in the price of food.
       
    QUESTION: Which word is being described or explained by the metaphorical word ""burden""? Choose the best option from the following:

    ",tax,obligation,impost,contract,"TEXT: "" Shifting the entire tax burden onto landowners would likely result in a disaster from massive hikes in the price of food.""
QUESTION: Which word is being described or explained by the metaphorical word ""burden""? Choose the best option from the following:
A) Both options B and C
B) tax
C) obligation
D) None of the options
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.","{'tax': 'A', 'obligation': 'B', 'impost': 'C', 'contract': 'D'}","{'A': 'Both options B and C', 'B': 'tax', 'C': 'obligation', 'D': 'None of the options'}"
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: Even an idiot knows that when imports exceed exports you have a net money and wealth drain, a drain that has now reached catastrophic proportions.
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “drain”. 
    ","TEXT: Even an idiot knows that when imports exceed exports you have a net money and wealth drain, a drain that has now reached catastrophic proportions.
       
    QUESTION: Which word is being described or explained by the metaphorical word ""drain""? Choose the best option from the following:

    ",wealth,loss,affluence,contraction,"TEXT: "" Even an idiot knows that when imports exceed exports you have a net money and wealth drain, a drain that has now reached catastrophic proportions.""
QUESTION: Which word is being described or explained by the metaphorical word ""drain""? Choose the best option from the following:
A) loss
B) Both options D and A
C) None of the options
D) wealth
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.","{'wealth': 'A', 'loss': 'B', 'affluence': 'C', 'contraction': 'D'}","{'A': 'loss', 'B': 'Both options D and A', 'C': 'None of the options', 'D': 'wealth'}"
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: These are the wealth barrier, the bureaucracy barrier and, lastly, the capital barrier.
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “barrier”. 
    ","TEXT: These are the wealth barrier, the bureaucracy barrier and, lastly, the capital barrier.
       
    QUESTION: Which word is being described or explained by the metaphorical word ""barrier""? Choose the best option from the following:

    ",bureaucracy,difficulty,red-tape,impediment,"TEXT: "" These are the wealth barrier, the bureaucracy barrier and, lastly, the capital barrier.""
QUESTION: Which word is being described or explained by the metaphorical word ""barrier""? Choose the best option from the following:
A) difficulty
B) bureaucracy
C) Both options B and A
D) None of the options
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.","{'bureaucracy': 'A', 'difficulty': 'B', 'red-tape': 'C', 'impediment': 'D'}","{'A': 'difficulty', 'B': 'bureaucracy', 'C': 'Both options B and A', 'D': 'None of the options'}"
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: I also created an income bucket, Salaries, for the money coming in.
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “bucket”. 
    ","TEXT: I also created an income bucket, Salaries, for the money coming in.
       
    QUESTION: Which word is being described or explained by the metaphorical word ""bucket""? Choose the best option from the following:

    ",income,account,pension,withdrawal,"TEXT: "" I also created an income bucket, Salaries, for the money coming in.""
QUESTION: Which word is being described or explained by the metaphorical word ""bucket""? Choose the best option from the following:
A) income
B) Both options A and D
C) None of the options
D) account
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.","{'income': 'A', 'account': 'B', 'pension': 'C', 'withdrawal': 'D'}","{'A': 'income', 'B': 'Both options A and D', 'C': 'None of the options', 'D': 'account'}"
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: Like everyone else, Times opinionaters are slowly recovering from election delirium and are now surveying the landscape.
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “delirium”. 
    ","TEXT: Like everyone else, Times opinionaters are slowly recovering from election delirium and are now surveying the landscape.
       
    QUESTION: Which word is being described or explained by the metaphorical word ""delirium""? Choose the best option from the following:

    ",election,chaos,legislation,peace,"TEXT: "" Like everyone else, Times opinionaters are slowly recovering from election delirium and are now surveying the landscape.""
QUESTION: Which word is being described or explained by the metaphorical word ""delirium""? Choose the best option from the following:
A) Both options B and D
B) election
C) None of the options
D) chaos
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.","{'election': 'A', 'chaos': 'B', 'legislation': 'C', 'peace': 'D'}","{'A': 'Both options B and D', 'B': 'election', 'C': 'None of the options', 'D': 'chaos'}"
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: Governments are fictions and gain their power through the belief of the population that the government has power, when in reality the only power the government has is from the people, if the people cease to blindly believe, the power of the ruling elite could be broken, but this is very unlikely with so much hate in the world and non-caring for your neighbor.
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “fictions”. 
    ","TEXT: Governments are fictions and gain their power through the belief of the population that the government has power, when in reality the only power the government has is from the people, if the people cease to blindly believe, the power of the ruling elite could be broken, but this is very unlikely with so much hate in the world and non-caring for your neighbor.
       
    QUESTION: Which word is being described or explained by the metaphorical word ""fictions""? Choose the best option from the following:

    ",governments,constructs,jurisdiction,illusion,"TEXT: "" Governments are fictions and gain their power through the belief of the population that the government has power, when in reality the only power the government has is from the people, if the people cease to blindly believe, the power of the ruling elite could be broken, but this is very unlikely with so much hate in the world and non-caring for your neighbor.""
QUESTION: Which word is being described or explained by the metaphorical word ""fictions""? Choose the best option from the following:
A) None of the options
B) governments
C) Both options B and D
D) constructs
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.","{'governments': 'A', 'constructs': 'B', 'jurisdiction': 'C', 'illusion': 'D'}","{'A': 'None of the options', 'B': 'governments', 'C': 'Both options B and D', 'D': 'constructs'}"
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: They’re not apostles of the GOP, he says, but because of their conservative outlook he is not part of what he calls the Democratic fantasy of a monolithic youth vote that backs Obama.
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “fantasy”. 
    ","TEXT: They’re not apostles of the GOP, he says, but because of their conservative outlook he is not part of what he calls the Democratic fantasy of a monolithic youth vote that backs Obama.
       
    QUESTION: Which word is being described or explained by the metaphorical word ""fantasy""? Choose the best option from the following:

    ",democratic,desire,legislation,ambition,"TEXT: "" They’re not apostles of the GOP, he says, but because of their conservative outlook he is not part of what he calls the Democratic fantasy of a monolithic youth vote that backs Obama.""
QUESTION: Which word is being described or explained by the metaphorical word ""fantasy""? Choose the best option from the following:
A) None of the options
B) Both options C and D
C) democratic
D) desire
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.","{'democratic': 'A', 'desire': 'B', 'legislation': 'C', 'ambition': 'D'}","{'A': 'None of the options', 'B': 'Both options C and D', 'C': 'democratic', 'D': 'desire'}"
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: Demand for the luxury cars is soaring as new wealth floods into Asia, especially China.
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “floods”. 
    ","TEXT: Demand for the luxury cars is soaring as new wealth floods into Asia, especially China.
       
    QUESTION: Which word is being described or explained by the metaphorical word ""floods""? Choose the best option from the following:

    ",wealth,increases,affluence,surge,"TEXT: "" Demand for the luxury cars is soaring as new wealth floods into Asia, especially China.""
QUESTION: Which word is being described or explained by the metaphorical word ""floods""? Choose the best option from the following:
A) wealth
B) increases
C) None of the options
D) Both options A and B
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.","{'wealth': 'A', 'increases': 'B', 'affluence': 'C', 'surge': 'D'}","{'A': 'wealth', 'B': 'increases', 'C': 'None of the options', 'D': 'Both options A and B'}"
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: Preliminary findings of ADB's Poverty Analysis in Pakistan show extreme pockets of poverty in rural Sindh and southern Punjab, whereas the whole province of Balochistan is poor by all indicators of poverty and development.
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “pockets”. 
    ","TEXT: Preliminary findings of ADB's Poverty Analysis in Pakistan show extreme pockets of poverty in rural Sindh and southern Punjab, whereas the whole province of Balochistan is poor by all indicators of poverty and development.
       
    QUESTION: Which word is being described or explained by the metaphorical word ""pockets""? Choose the best option from the following:

    ",poverty,areas,exclusion,sector,"TEXT: "" Preliminary findings of ADB's Poverty Analysis in Pakistan show extreme pockets of poverty in rural Sindh and southern Punjab, whereas the whole province of Balochistan is poor by all indicators of poverty and development.""
QUESTION: Which word is being described or explained by the metaphorical word ""pockets""? Choose the best option from the following:
A) poverty
B) None of the options
C) areas
D) Both options A and C
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.","{'poverty': 'A', 'areas': 'B', 'exclusion': 'C', 'sector': 'D'}","{'A': 'poverty', 'B': 'None of the options', 'C': 'areas', 'D': 'Both options A and C'}"
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: But the flow of firearms to these Caribbean countries goes unchecked through their ports.
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “flow”. 
    ","TEXT: But the flow of firearms to these Caribbean countries goes unchecked through their ports.
       
    QUESTION: Which word is being described or explained by the metaphorical word ""flow""? Choose the best option from the following:

    ",firearms,movement,bazooka,exchange,"TEXT: "" But the flow of firearms to these Caribbean countries goes unchecked through their ports.""
QUESTION: Which word is being described or explained by the metaphorical word ""flow""? Choose the best option from the following:
A) firearms
B) Both options A and C
C) movement
D) None of the options
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.","{'firearms': 'A', 'movement': 'B', 'bazooka': 'C', 'exchange': 'D'}","{'A': 'firearms', 'B': 'Both options A and C', 'C': 'movement', 'D': 'None of the options'}"
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: In his second term, he has led a high profile national campaign to stem the flow of illegal guns and a local effort to reduce the stubbornly high rate of poverty, which affects one in five residents of a city of vast wealth.
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “flow”. 
    ","TEXT: In his second term, he has led a high profile national campaign to stem the flow of illegal guns and a local effort to reduce the stubbornly high rate of poverty, which affects one in five residents of a city of vast wealth.
       
    QUESTION: Which word is being described or explained by the metaphorical word ""flow""? Choose the best option from the following:

    ",guns,distribution,cartridge,allocation,"TEXT: "" In his second term, he has led a high profile national campaign to stem the flow of illegal guns and a local effort to reduce the stubbornly high rate of poverty, which affects one in five residents of a city of vast wealth.""
QUESTION: Which word is being described or explained by the metaphorical word ""flow""? Choose the best option from the following:
A) Both options C and D
B) None of the options
C) guns
D) distribution
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.","{'guns': 'A', 'distribution': 'B', 'cartridge': 'C', 'allocation': 'D'}","{'A': 'Both options C and D', 'B': 'None of the options', 'C': 'guns', 'D': 'distribution'}"
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: Our democracy must be not only the envy of the world but the engine of our OWN renewal.
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “envy”. 
    ","TEXT: Our democracy must be not only the envy of the world but the engine of our OWN renewal.
       
    QUESTION: Which word is being described or explained by the metaphorical word ""envy""? Choose the best option from the following:

    ",democracy,ideal,justice,aspiration,"TEXT: "" Our democracy must be not only the envy of the world but the engine of our OWN renewal.""
QUESTION: Which word is being described or explained by the metaphorical word ""envy""? Choose the best option from the following:
A) Both options C and D
B) None of the options
C) democracy
D) ideal
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.","{'democracy': 'A', 'ideal': 'B', 'justice': 'C', 'aspiration': 'D'}","{'A': 'Both options C and D', 'B': 'None of the options', 'C': 'democracy', 'D': 'ideal'}"
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: Poverty is the mother of crime.
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “mother”. 
    ","TEXT: Poverty is the mother of crime.
       
    QUESTION: Which word is being described or explained by the metaphorical word ""mother""? Choose the best option from the following:

    ",poverty,cause,insufficiency,effect,"TEXT: "" Poverty is the mother of crime.""
QUESTION: Which word is being described or explained by the metaphorical word ""mother""? Choose the best option from the following:
A) None of the options
B) cause
C) poverty
D) Both options C and B
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.","{'poverty': 'A', 'cause': 'B', 'insufficiency': 'C', 'effect': 'D'}","{'A': 'None of the options', 'B': 'cause', 'C': 'poverty', 'D': 'Both options C and B'}"
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: We see, in private property and in economy based upon and fostering private property, the one way to make government a durable ally of the whole man, rather than his determined enemy.
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “ally”. 
    ","TEXT: We see, in private property and in economy based upon and fostering private property, the one way to make government a durable ally of the whole man, rather than his determined enemy.
       
    QUESTION: Which word is being described or explained by the metaphorical word ""ally""? Choose the best option from the following:

    ",government,boon,council,windfall,"TEXT: "" We see, in private property and in economy based upon and fostering private property, the one way to make government a durable ally of the whole man, rather than his determined enemy.""
QUESTION: Which word is being described or explained by the metaphorical word ""ally""? Choose the best option from the following:
A) Both options B and D
B) government
C) None of the options
D) boon
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.","{'government': 'A', 'boon': 'B', 'council': 'C', 'windfall': 'D'}","{'A': 'Both options B and D', 'B': 'government', 'C': 'None of the options', 'D': 'boon'}"
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: First, it wraps the opposition in the mantle of popular democracy.
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “mantle”. 
    ","TEXT: First, it wraps the opposition in the mantle of popular democracy.
       
    QUESTION: Which word is being described or explained by the metaphorical word ""mantle""? Choose the best option from the following:

    ",democracy,label,federation,emblem,"TEXT: "" First, it wraps the opposition in the mantle of popular democracy.""
QUESTION: Which word is being described or explained by the metaphorical word ""mantle""? Choose the best option from the following:
A) Both options B and C
B) democracy
C) label
D) None of the options
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.","{'democracy': 'A', 'label': 'B', 'federation': 'C', 'emblem': 'D'}","{'A': 'Both options B and C', 'B': 'democracy', 'C': 'label', 'D': 'None of the options'}"
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: Guns are the tools...gangs are the 'problem'...and OH it would be just SO ****ing inspirational to see those that purport to 'care' actually going after the 'problem' instead of repeatedly and mindlessly targeting firearms in the hands of law abiding citizens.
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “tools”. 
    ","TEXT: Guns are the tools...gangs are the 'problem'...and OH it would be just SO ****ing inspirational to see those that purport to 'care' actually going after the 'problem' instead of repeatedly and mindlessly targeting firearms in the hands of law abiding citizens.
       
    QUESTION: Which word is being described or explained by the metaphorical word ""tools""? Choose the best option from the following:

    ",guns,objects,cartridge,issue,"TEXT: "" Guns are the tools...gangs are the 'problem'...and OH it would be just SO ****ing inspirational to see those that purport to 'care' actually going after the 'problem' instead of repeatedly and mindlessly targeting firearms in the hands of law abiding citizens.""
QUESTION: Which word is being described or explained by the metaphorical word ""tools""? Choose the best option from the following:
A) Both options D and C
B) None of the options
C) objects
D) guns
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.","{'guns': 'A', 'objects': 'B', 'cartridge': 'C', 'issue': 'D'}","{'A': 'Both options D and C', 'B': 'None of the options', 'C': 'objects', 'D': 'guns'}"
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: Just as West Germany, more importantly, West Berlin, was used as a showcase for democracy, justice, and freedom against the Warsaw Pact; we can use similar frameworks to model Afghanistan to weaken, recruit, and win over the fanatics of the region.
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “showcase”. 
    ","TEXT: Just as West Germany, more importantly, West Berlin, was used as a showcase for democracy, justice, and freedom against the Warsaw Pact; we can use similar frameworks to model Afghanistan to weaken, recruit, and win over the fanatics of the region.
       
    QUESTION: Which word is being described or explained by the metaphorical word ""showcase""? Choose the best option from the following:

    ",democracy,ideal institutions,federation,society,"TEXT: "" Just as West Germany, more importantly, West Berlin, was used as a showcase for democracy, justice, and freedom against the Warsaw Pact; we can use similar frameworks to model Afghanistan to weaken, recruit, and win over the fanatics of the region.""
QUESTION: Which word is being described or explained by the metaphorical word ""showcase""? Choose the best option from the following:
A) None of the options
B) Both options C and D
C) democracy
D) ideal institutions
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.","{'democracy': 'A', 'ideal institutions': 'B', 'federation': 'C', 'society': 'D'}","{'A': 'None of the options', 'B': 'Both options C and D', 'C': 'democracy', 'D': 'ideal institutions'}"
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: Katherine Newman explores the explosion of working poverty in urban America.
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “explosion”. 
    ","TEXT: Katherine Newman explores the explosion of working poverty in urban America.
       
    QUESTION: Which word is being described or explained by the metaphorical word ""explosion""? Choose the best option from the following:

    ",poverty,increase,education,amplification,"TEXT: "" Katherine Newman explores the explosion of working poverty in urban America.""
QUESTION: Which word is being described or explained by the metaphorical word ""explosion""? Choose the best option from the following:
A) Both options D and B
B) increase
C) None of the options
D) poverty
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.","{'poverty': 'A', 'increase': 'B', 'education': 'C', 'amplification': 'D'}","{'A': 'Both options D and B', 'B': 'increase', 'C': 'None of the options', 'D': 'poverty'}"
"CONTEXT: A metaphor is a kind of figurative language that makes a comparison between two unlike things. Every metaphor has two parts: a source and a target. The target is the idea, concept, or object being described or explained, while the source is the idea, concept, or object used to describe or explain the target. Through this comparison, the source can add new properties to the target, bring certain existing properties into focus, and push other existing properties into the background.
    EXAMPLE: Consider the metaphorical sentence “Time is money.” In this sentence, time is the target and money is the source. The concept of time is interpreted as “valuable”, “finite”, or “precious” due to the comparison with the concept of money.
    TEXT: Hopefully this can open the eyes of several other european governments.
       
    INSTRUCTIONS: Fill in the [BLANK]. Based on the given text, [BLANK] is being described or explained by the word “eyes”. 
    ","TEXT: Hopefully this can open the eyes of several other european governments.
       
    QUESTION: Which word is being described or explained by the metaphorical word ""eyes""? Choose the best option from the following:

    ",governments,perceptions,jurisdiction,insight,"TEXT: "" Hopefully this can open the eyes of several other european governments.""
QUESTION: Which word is being described or explained by the metaphorical word ""eyes""? Choose the best option from the following:
A) perceptions
B) None of the options
C) Both options D and A
D) governments
FINAL ANSWER FORMATTING INSTRUCTION: Your final answer MUST be a single letter, in the form '/boxed[letter]', at the end of your response.","{'governments': 'A', 'perceptions': 'B', 'jurisdiction': 'C', 'insight': 'D'}","{'A': 'perceptions', 'B': 'None of the options', 'C': 'Both options D and A', 'D': 'governments'}"
